,city,date,id,rating,state,text,username
1739,Washington,2014-01-22,Hdbzcms0Snx1R9xjVqiOKg,4, DC,Service was amazing and the atmosphere was great.  Food was very good.   Extensive wine list. Great for a special outing.,Shayla M.
1740,Washington,2008-10-27,5ffsOKuJMYFRIpw2n_wwqw,5, DC,"I think there appears to be 2 traditional styles of writing your 100th review. The first is to write about something quirky, funny or random, such as an Exxon station or your own ass, and the second is to do something really memorable and satisfying. I have decided to go with the latter, and the Blue Duck Tavern for my 28th birthday dinner is the lucky recipient. It's all the more memorable because I got to dine once again with my favorite companion, Nicole, who makes every meal more special for me, but the really great ones I would hate to eat without her. Last night she looked like 6 stars, and it's a gift in itself to be the guy in the restaurant with the girl that everyone else looks at. I am a damn lucky man, and not soon to forget it.I don't typically ask for a lot on my birthday, if anything at all, but the one thing I do want is to have a really great meal along with fantastic wine. Luckily my cellar at home means the second part usually only costs me a corking fee, which happens to be the standard $25 here, and the choice for the night was Andre Brunel's ""Les Cailloux"" Chateauneuf du Pape ""Centenaire"" from 2001. It could have easily sat another 10 years before opening, but I couldn't resist last night, and I was so glad I chose it once I saw the menu. I scoured for quite a while trying to find the perfect spot to eat, something near the edge of the culinary scene, but still traditional enough to be somewhat familiar. The chefs at Blue Duck delivered the meal part spot on, and while it wasn't the best I've had in DC, it was nearly flawless in its delivery.The family style servings here are not what I consider your normal restaurant family style, so don't expect a huge bowl of anything that you can split between the entire table. They are however a genius idea if there is just a pair of you, because it makes sharing these wonderful creations so much easier. Even the meat is pre-sliced for you, so you can just use the tongs and serve some to your partner. We tried to photograph as much as possible, so you can hopefully tell exactly what kind of portion sizes to expect.Up first were the two appetizers we ordered, the pumpkin custard with huckleberries, rosemary and pumpkin seed praline & the mustard spaetzle ""mac and cheese"" with duck confit. They were both rock solid, outstanding dishes. The pumpkin custard had a really nice bitter tartness to it, and the praline on top gave it almost a creme brulee type texture. The spaetzle with duck confit was heavenly. I could have just ordered 2 of these for dinner and been very content. They do not skimp on the amount of duck in this dish at all, and the bread crumbs retain a good bit of moisture so it's really tender to eat, very much like a really expensive and delicious casserole. I want the recipe!For dinner we decided to go with the smoked duck breast with confit of leg & the braised beef rib. We also ordered the heirloom grits with bleu cheese & the vegetable of the day which was broccoli rabe. After reading several other reviews I was expecting to be blown away by the grits, especially given my affinity for anything bleu cheese related, but in the end they turned out to still be much like what you expect from grits. I guess it's hard to turn some things into what they're not, but don't let that deter you from ordering them, they are still quite good, just not life changing. The broccoli rabe was the one mistake of the night. I have tried the vegetable before, and I know it is supposed to have some bitterness to it, but this serving was completely off the charts. It literally ruined my taste buds for the rest of the dishes, thankfully there was plenty of water to rinse with. Fortunately BDT redeemed themselves  with the two meat courses. The duck breast was some of the best I have had, and the layer of fat was absolutely perfect, with a great spice flavor. The confit was a little disappointing, and tasted sort of like duck BBQ, but it was still good. The braised beef was phenomenal, as it should be considering it takes three days to prepare. There is no need for a knife here, this meat just falls apart at the touch, and they even give you a spoon to get out all the extra sauce in the bottom of the pan.We were so full we could have easily stopped after the main courses and been content with our heavy caloric intake of the night, but it's just so hard to pass on dessert, especially when you can see them making the pastries as soon as you walk into the restaurant. We took the advice of another Yelper and went with the apple pie and the cranberry white chocolate ice cream. Both were incredibly delicious and a fitting ending to a very filling night.As others have said, the decor here is second to none in DC, and the atmosphere is great. Unlike others, our service was fantastic in both the lounge and the restaurant, and we got the table we requested right in front of the kitchen, which was a spectacular, unique view in such a nice establishment.",Justin C.
1741,Washington,2012-06-18,uiwVncnv_Nt-ygii8NlpyQ,5, DC,"Yes, as good as it gets!  Really!  Food and service are truly wonderful and you won't be disappointed.  Yes, it is pricey, but for special occasions and treating out of town family and friends, this is the place.  I have had both brunch and dinner here, and I left happy and satisfied.  Lamb, duck, and chicken were mouth watering delicious and the sides were expertly prepared as well.  The apple pie was great, too.Weather permitting, I would recommend dining outside.  Again, you can spend $$$ here, but knowing this ahead of time softens the blow when the bill arrives :-).  Thank you, Blue Duck!",Jon L.
1742,East Greenwich,2013-08-19,_jzJR2R4ocQmalfmUssJLg,5, RI,"The best meal of my life. Hands down. I have worked in a few restaurants, mostly farm to table with the same vibe but the Blue Duck Tavern has amazed me. The flavor profiles were thoughtful and delicious. Each course was presented in a great fashion and vied to out do the last. The cocktail list was well planned and the wine list was extensive without being overwhelming. In conclusion, my meal and service at the Blue Duck Tavern was good enough to coerce me into creating a yelp profile. Enough said.",Laura G.
1743,Seattle,2008-11-29,13Oz-YGYClR_-sMCsk1uYw,4, WA,"Very good.  Not five stars, but very good.  For appetizer, I got the mustard spaetzle ""Mac and Cheese"" duck confit, for my entree I got the crabcakes, and I also had some of the blue cheese grits and a taste of the sturgeon.  The crabcakes were not as good as the ones I've had in Baltimore, but they're pretty darn good and about as good as one is going to get in DC.  The mac and cheese was incredibly delicious.  The blue cheese grits were okay, maybe a little too rich, as I felt somewhat uncomfortable after eating a lot of them.  The sturgeon was decent, but nothing earth-shattering.The decor is pretty nice, if a little crowded.  They have an open kitchen, which is neat, and it's eerily clean.  The service was very good, attentive and encouraging without being officious.  They also offered plenty of non-patronizing advice about the wine, which I think is pretty rare.  It's definitely a fine restaurant, but given the price, I think there are better deals and/or more intriguing cuisines in DC.  I'll come back at some point, but not before exploring other places first.",Barrie C.
1744,Boston,2008-10-28,WwMDz503y0wKCJK57qPIrA,4, MA,"We screwed up. We were much too proud about our comfort with family-style eating that we misjudged our choices, which tainted our experience at Blue Duck Tavern. Get ready for it...Our meal was...mediocre. (Oh, it hurts...)I was so excited to come to Blue Duck Tavern last Friday that I had it on my profile for more than a week. After reading some of my favorite yelpers' reviews, I knew that we were in for a treat. During his week-long visit in DC, I wanted to make our one night out something really, really special. So we got dressed up, found the best parking space (avoiding the $10 valet fee) and got seated by some super friendly hosts right away.Alexander, whose sole job seemed to be to tell people about the menu in excruciating detail, came over and - you guessed it - told us about the menu in excruciating detail. Since it was our first time there, he explained to us how everything is served on casserole dishes that go in the middle of the table to share. He also highlighted a good number of dishes and told us a lot about them. Our server then came and took our order. Here's what I would change if I could: we ordered the Mustard Spaetzle ""Mac and Cheese"" for our appetizer, and for our entree, I got the Rack of Black Berkshire (pork), and he got the Braised Beef Rib. As a grits-lover, I couldn't help ordering the Heirloom Grits w/ Goat Cheese for a side. So let's think about it. Mac & cheese for our appetizer, and for our main course, we have a huge slab of beef, two huge slabs of pork, and cheesy grits. Can you say heavy? Can you say meat overload?? Don't get me wrong - the food was great. The mac was of course different than anything I'd ever had, the pork didn't seem to need any sauce or seasoning because the flavor was pure pig - delicious. The braised beef rib could be torn off the bone with a fork, and it was really tasty. The grits -omg, the grits! - were divine (though it failed to turn my dining partner into a grits lover, which I was hoping for...).Anyway, here's my advice. If you're going with a party of two, get an appetizer, decide on ONE entree, and get a number of the side orders. Not only is it a better value, but you'll really get to sample some of BDT's best, and you won't be on a meat overload like we were. We decided not to get dessert since our stomachs were practically mooing and oinking at us, but we were pleasantly surprised to get dark chocolate-covered apple slices with our bill!All in all, a very pleasant experience. Just be careful with what you order!",Ina C.
1745,Torrance,2009-04-05,mpQcaFHJ9l42Z0Th_c35oA,5, CA,"Impressive, beautiful yet unpretentious restaurant with a unique set-up of the open kitchen.  Kitchen is divided into several areas (apps, entree, desert, etc) and all within customers' view - but ONLY if you reserve a table with a requested view of the kitchen.  If you are a foodie mesmerized with watching the kitchen ala top chef, iron chef and other cooking shows - be sure to request a kitchen view table.  The focus of the menu is to use all fresh, local ingredients as the star of the menu.  All the yelp'in on the bathroom was over-rated, i thought.  And what's the deal with the very flowery perfume smell overpowering what you just ate??!?  BDT - hope you're reading the reviews???Service - pretty good but felt the wait staff was bit ""checked out"".  Gave good recommendations but service didn't feel genuine esp. with them knowing that it was our first time and from out of town.Must-Haves:1) Roasted ribeye with bone marrow sauce and 2) Mustard Spaetzle mac-n-cheese duck confit.  This will be on my list for my last supper.  The ribeye while I thought at first was little cold had just the right amount of flavor to bring out the best and with the bone marrow, it just danced in my mouth with decadence.  Mac-n-Cheese - a much grown-up mac-n-cheese and comfort food to the max.  Who would have thought of adding duck confit to the mac-n-cheese? Add some panko flakes on top - at least that's what i attribute the crunchiness to, it totally works and is a really warm-n-fuzzy dish that you must have.Others that were good but nothing to write home about:Winter salad of endive and watercress w/ hazelnut dressing and black truffle - Saw the dressing, saw the black truffle shavings, didn't really get much flavor out of the salad.  Fresh, pretty and decent.Nantucket Bay Scallops with Argon oil - I've heard about argon oil - how scarce it is, thus $$$ and the crazy production method (It's usually limited to Morocco and the story goes that these goats eat the olive-like fruit and leaves from the argon tree, poop it out where upon the undigested nuts are collected, cracked and then pressed for oil - yup - it's true).  Anyways - I think it was the combo of knowing the exotic background of argon oil with the fresh local bay scallops - combined with the wine - it was really good.Braised Swiss Chard - great local ingredients and sauteed just right.  Simple and fresh.Dessert - Almond banana cake  with maple cream - The density of the cake was not expected - very dense - but the flavors were really good and a nice way to end a great meal.  Enjoyed with a blood orange green tea - and while at bit pricey seven bucks,  cleansed palette and ended the meal with a high note.  We went on a Sunday night - and I don't know if it's DC that dies after dinner time or that we went on a Sunday.  BDT is located in a ritzy hotel area of Georgetown and all of the hotels were dead with no night life after dinner time...",Kelly K.
1746,Washington,2009-05-02,FdDowznpOg1_HyVqzwSqdQ,5, DC,"One of my favorite places in DC - it has a very unique feel, and the food is quite delicious. (Don't miss the duck fat fries. To die for!)Deserts are also quite good - the Apple pie is supper yummy -- and the home made ice cream.",Christopher D.
1747,Los Angeles,2011-11-14,QfsKzvMjNkQ_g1G1aazOcw,5, CA,I made a reservation for 10 people for a business dinner.  The restaurant gave us a private long table behind the wine cellar which is absolutely private and beautiful.  The drinks and food are amazing considering its price.  The service are wonderful.  We loved it so much that we went back on the following night for drinks.  Highly recommended for business meeting.,G M.
1748,Silver Spring,2011-02-24,Y78wEEVEgsr4VFvfBFkIIg,5, MD,"I am so impressed by the food at Blue Ducks. My boyfriend and I went for Valentines dinner after canceling our RW reservations 2 times. I cannot believe I had not been here before. The decor is impressive especially the big black doors on the entrance and the food was just one of the best I have ever had-impeccable. The palette is soo different it WOWED me.We got the Oven Roasted Bone Marrow bc it seems to be a favorite. It was perfectly cooked and the flavors were just amazing. It was a weird texture for my taste because its just fat inside, but that didnt matter to me at all. Braised Beef Rib was so tender it fell off the bone. The portion was perfect and the sauce it came with was also delicious. I could not stop eating bread dipped in the bone marrow and Beef rib sauce.We wanted to try something a little less complicated so we went with the crab cakes which were very good but it was probably best that I tried something I don't have much off. As sides we ordered the Wood Oven Roasted Jerusalem Artichokes with candied bacon. I have to admit I hate artichokes and I was a little annoyed that my bf picked them but I have to say they were nicely cooked. They are kind of hard which I wasn't expecting bc I have only tried them once or twice. I picked the Whole Grain Mustard Spaetzle ""Mac-n-Cheese,"" Duck Confit and I almost licked the plate. It was soo good I crave it almost every day. We also got the fries which were perfection but I only had one or two because I was sooo full. The waiter was impressed because we ate EVERYTHING in sight of us and had two bottles of wine. We were ready to pass out and have the happiest of dreams after this lovely meal.Generous portions, outstanding service, amazing food. I cant wait for my birthday to come back!",Paola G.
1749,Ashburn,2012-08-17,u9C1Nb6eQqfYM7q7LC6OXg,1, VA,"Party of four for lunch today. Ordered the Schnitzel with Mustard Spaetzle. You would think that the spaetzle was a side with the schnitzel, but alas, it was more of an afterthought with barely two forkfuls of spaetzle in the pan. Spaetzle should be tender - with a noodle-like texture. This was hard and some pieces even crispy, as if it had been in the pan in the broiler and fried on the bottom. While the schnitzel portion was plentiful (three cutlets), it was heavily breaded and quite salty. All our diners commented that the sauted spinach side dish was also very salty. Lobster salad as a starter was quite good - with lobster in the guacamole. Great presentation and good mix of flavors.Two diners had the Wagyu Steak Salad, which was beautiful on the plate. One noted that the salad had little dressing. Both the lobster and one steak salad included the core from the greens. Not something you'd expect to find at this level of restaurant.Service was fair, though we commented on the wait for refills of the water glasses.Lunch for 4 was $150 with tax and tip - so we had higher expectations. We won't be back.",Dawne H.
1750,Brooklyn,2011-01-17,oTwqnBdZgjJl0B4jZ4mbrw,5, NY,"This is one of my favorite restaurants in the District. My boyfriend and I first came here on our anniversary last year - it's classy and rustic and the food is to die for. This is also my go-to place when my parents are in town. I love the open, airy kitchen - you literally have to walk through to get to the bathroom- it gives it a very cozy home-y feel! First time I ever tried bone marrow, and it was absolutely amazing. All of the food is seasonal, fresh, and (semi) local. Definitely one of my favorite restaurants in DC.",Juliette D.
1751,Springfield,2014-02-08,S3FGTLuGolte5P3Y0Ym8tw,5, VA,"Food was absolutely delicious, the waiter was quite awkward, but that doesn't take away from the food.",Santana H.
1752,Philadelphia,2012-02-06,Rkqo0rlnYlen-3Fr-POwYg,5, PA,"First time in DC and this was definitely the right way to start off our stay.  Upon walking in, you can immediately ""feel"" the decor as it was warm and welcoming.  Doesn't hurt to have very polite and attractive hostesses greeting you either.Our seats were well positionsed with enough separation between tables, so we got a sense of privacy rather than other places which try to squeeze in as many customers as possible.  No complaints here with our server; she just seemed happy to do her job and was good at it.Started off with the Bone Marrow and the Grilled Octopus appetizers and they were off the charts!  Next to come were the Braised Beef Rib and Roasted Duck; there are no words to describe the flavor in that homemade beef gravy.  For dessert, we had a very impressive fruit tart that didn't disappoint.A very good experience with great food, good service and sexy ambience.  I would suggest this for a romantic date spot but be prepared to spent a few dollars.",Shane L.
1753,Washington,2008-10-14,jgCMwOPxSIUt6NW4OklqHQ,5, DC,"Often times, restaurant designers choose modernity over functionality.  The design on paper seems splendid, but when the restaurant is done, it is too stuffy, or too casual, or (gasp) too blase.  This is my feeling about the newly designed Corduroy.  The food is fantastic, but the atmosphere is both a tad stuffy and overly uninteresting for a restaurant of that magnitude.Blue Duck's designers, on the other hand, should be lauded for envisioning a place that is both invitingly proper, casually formal, and generally just warm all around.  Giant doors open into a lightly colored stage that looks out over much of the restaurant.  There is a beautiful hearth off center near trays of fresh bread that activate your salivary glands as you enter.  The open windows and patio make it feel secluded, despite the fact that it is in a high traffic area.  We ate out on the patio because it was such a nice night and it felt neither noisy nor as if we were being intruded on by pedestrian traffic.  The fountain's gush certainly helps.The food was also quite good.  The Yelptastic community recommended this place and it did not disappoint.  Highlights of the meal: the beet salad that had an amazing egg and something topping; the goat cheese grits that -  for a person who doesn't care for a grit, let along many grits - was so decadent and creamy; the main duck course with a crispy, pastrami like skin that perfectly complemented the supple breast meat; and the lamb.  Honestly, this is a treat of a restaurant and most definitely worth the money spent.  Thank you yelpers for your assistance in this find.  I will be going back!",Jack N.
1754,San Francisco,2009-05-22,G0jRRlR-CHI4R4r0UClweQ,5, CA,"Good looking wait staff. Well dressed eye candy only enhances the dining experience.  Even my aunt agreed with me. Roasted bone marrow: good serving, probably would not order again, though. Sturgeon rillette: It came out like a cream cheese and fish spread. Good and my aunt liked eating it together with the marrow. weird, but it worked for her. NY Steak: perfectly cooked. But just a steak. Interesting duck flavored chutney/compote on the side.Grits: cheesy and creamy. Nice with the steak.",Louise O.
1755,Arlington,2011-04-01,zWJ9yyEHGb-U_F7XDUvzEA,4, VA,"Not much I can add about the place. The food was top-notch and absolutely excellent. Some aspects of the service and overall dining experience kept it from achieving what I consider a five-star level for its price tier (i.e. flawless). The service needs a little work - a bit informal for the price range. And seriously - a 5:30 reservation and they're going to pull the old ""your table isn't ready"" nonsense, then seat a 5:45 party before our eyes? But when it comes to excellent, creative American food (locally sourced, of course), Blue Duck really comes through. I'm going to second everyone's recommendation on the bone marrow - it really was the highlight (and I thank all the yelpers before me for insisting that everyone try it!).Random side note, which I noticed when reading the dessert menu: has anyone else noticed that their text logo is an almost exact duplicate of the Burberry London text logo? Same number of letters on each line (eight and six), very similar font, same relation between the font sizes on the two lines, they even write ""B L U E D U C K"" as one word, with the same amount of space between each letter. The only difference is that Blue Duck uses slightly more pronounced spacing between its letters. I don't know why, but it struck me right away when I saw the logo - ""where have I seen this before""?",C. W.
1756,Lakeview,2009-03-05,sSNsI1ccaVOtnh56FrrlbQ,3, Chicag,"My husband and I dined here before attending a night with the Smothers Brothers at the Pops with the Symphony at the Kennedy Center.  We deliberately chose the Blue Duck to start off our evening on an elegant note.So we put on our fancy duds and made the hike down to the Kennedy Center.  Hopped in a cab to the Blue Duck.  Missed the fancy tall doors on the way in, unfortunately, but were seated right away for our reservation.  Had I realized you can't see the open kitchen from the entire restaurant, I would have specifically requested a table near the kitchen when I made the reservation.  We were seated in the near empty restaurant (5pm reservation) in a little alcove with two tables, facing the windows which face the street.  The atmosphere was more of a diner than fine dining as a result.  But - we ignored it and excitedly scanned the wine list and menu.We debated our choices quite a bit, especially since I had read lots of reviews and was curious to try lots of items I had read about.  In the end, we ordered the spring greens for a starter, the chicken and duck entrees, and the BDT fries, garlic mashed potatoes and daily harvest vegetables as sides.  That day's harvest veggies were sunchokes, and we had consulted the waiter to decide between those and the salsify, among other things.  He was quite helpful throughout the meal, as I am notoriously indecisive in restaurants.  (Alex was our waiter - nice guy.  Oddly informal for an upscale restaurant, but it worked for us, as we are not formal folks.)We had brought a lovely bottle of wine from our cellar at home, but in the rush at the Kennedy Center to get to our reservation on time, we left it in the car - DOH!!!  So we discussed our options with the waiter and decided on a pinot noir from Sonoma.  He had personal knowledge of the winery and its owner, and told us an interesting story about him.  The wine was pretty good, actually.  Went well with everything.So - the spring greens were awesome!  Salad isn't really something I usually think of as being unusual or interesting, but truly, I could have eaten these all night and been happy with nothing else.  I wish I knew what that dressing was, because it was perfect.The rest of the meal came when the greens were finished.  My husband doesn't eat duck, so that was really for me, and the chicken was really for him.  But we shared tastes.  His chicken was delectable - melt in your mouth delicious!  That's how chicken is meant to taste.  The duck - first let me say that duck is a relatively new experience for me, not something I have much to compare it to.  But I liked it.  The waiter was actually concerned because I didn't rave about it immediately, and offered to get me something else.  But it was just a new taste for me, and I needed to get used to it.  It was truly delicious, not at all greasy or gamey, as I have heard duck can be.The fries were disappointing.  I was really looking forward to them, as I had heard a lot about them.  But they were really just big sticks of potatoes, rather flavorless, nothing special.  The sunchokes were amazing - we both absolutely loved them.  No idea how they were prepared or how we could possibly duplicate that recipe, but we sure wish we could - completely awesome.  That waiter knew what he was talking about.But the true star of our dinner was the mashed potatoes.  Weird, but seriously, we were nearly fighting over who got to eat them as they began to dwindle in the pan.  I don't think I have ever had potatoes that delicious in my life.  Unbelievable.We were getting pretty full by this time, but there was no way we were going to pass on dessert.  Having heard raves about the apple pie, I wanted to try it, even though some other things looked awesome.  The waiter offered us a free bucket of ice cream on the side, so we also ordered the bittersweet chocolate sauce.  We also chose two glasses of a lovely dessert wine the waiter had recommended.  The apple pie was divine - huge!  I don't see how any single person could finish it alone.  The crust was perfect, the apples were sweet and delicious - the whole thing was just delightful.  The handmade vanilla ice cream was delicious, but the bittersweet chocolate sauce had us wanting to lick clean the cup it came in.  Sinful, mouthwatering - awesome.  We lingered over dessert and some decaf coffee.  I made sure to use the ladies' room, since I had read it was amazing (the reviews were a bit exaggerated, it's a nice bathroom, but nothing to write home about, and WAY over-perfumed).  On our way out the door we inquired about the cookies and were given a bag.  I wonder if anyone ever pays for those or if they are a gimmick they use to look magnanimous.Overall, BDT is a nice place to have dinner.  The food was nice, the dessert was fantastic.  I'd recommend it, but not sure I'd call it the best dining experience ever.  Nice place, for sure.",Kendall A.
1757,Washington,2012-05-15,csPymc8mhKXIIDBnNRe6Gg,5, DC,The food was amazing! Honestly one of the best meals I've ever had.,Lauren P.
1758,Anchorage,2013-08-27,V99rNl-0dTinMYTfKXGk9A,4, AK,came here on a late weekend night in winter when me and my BF were strolling DC.we passed blue duck and popped insat at bar.  got smashed on vodka and duck fries.  bar tender was a our personal vodka historian.was cool- nice atmosphere-  lots of politco- uptight types trying to be cool.,Mel M.
1759,Washington,2015-06-18,HobKvfGrcYi7tJyagEfh_Q,4, DC,portions are small and it is pricey but I love their brunch and the setting is great.,L A.
1760,Washington,2008-11-22,fJLmN_VNpIf0UzeGF2XlbA,4, DC,"My experience was actually very similar to Jim D.'s, even down to the dishes we ordered (braised lamb shank, duck confit, spaetzle mac-n-cheese, warm roasted beets frisee salad with poached hen egg, molton choco-something-yummy, etc.) and the service we received.  I'm always hesitant to listen to anyone else's opinion on a restaurant's service because I have a very different view of its importance.  As long as it doesn't hinder or interfere with any of the dishes I order, I don't care how (in)frequently a server comes to my table (""too frequent"" is just as annoying as ""never"").  I'm there for the food first.  The server at BDT was appropriately available and solicited the right amount of opinion on the dishes when we asked for it.The food was heavy and rich and delicious, exactly what I would expect in a restaurant that calls itself a ""tavern"" ...so to speak (i.e., this is a ""once in a while"" kind of place where the dishes actually do line your stomach for the cold winter nights to come).My only real complaint (and this hardly constitutes as a complaint) is that they didn't have their beloved bone marrow dish on the menu when I went, the one that I'd heard so much about.  Will just look forward to that for next time.",Sonya S.
1761,Arlington,2014-07-22,LUCSHILlzCUoigOBWgFL2w,4, VA,Great farm-to-table food with a nice atmosphere out on the patio.  Top of the line service too,Mike M.
1762,Glenn Dale,2011-12-03,b3q4K47oM3bVOcyaac8WuQ,3, MD,"Decent.  I went by the recommendation of many others and got the short ribs and bone marrow.  The bone marrow was interesting to say the least; I believe what I was eating was the fat of the bone marrow.  Nothing I would willingly dish out money for in an instant.  The beef ribs were common.  If I am visiting a restaurant to order one of your specialties, I believe that it should truly be special.  I eat the same beef ribs at home or at any other Korean restaurant.This restaurant truly wins in part to its atmosphere.  Many of the diners are dining after work hours or come down from the conference rooms located in the hotel.  The layout and open kitchen dining experience were things I would remember for a long while afterwards.  The food?  Not so much.",John Y.
1763,Los Angeles,2011-11-03,DhmKKTaUkiUQf-BUYKcnWw,4, CA,"Blue Duck for Brunch.  it's great..not as good as the regular menu, but the scrambled eggs with shrimp are luscious....The eggs benedict with the pheasant sausage patty were spectacular",Bill H.
1764,Washington,2010-01-04,qOxMI5ZPyVLbgRu-XoGxNQ,5, DC,"The dessert alone makes this place worthy of 5 stars. In particular, the chocolate cake, the cheesecake, and the homemade ice cream (I was with a small group, I didn't order this all on my own!). Hands down the best dessert in town. Every one of our entrees were amazing, most notably the rib steak, the braised veal shin, and the crabcakes. The place is very warm and the decor is modern, but cozy. The bar and lounge area seems like it may host an obnoxious crowd, but comfortable enough to get a drink before your reservations. The restaurant itself is smaller, and the service is, I assume intentionally slow, but very responsive and attentive. Make reservations and prepare to be there a while. Would be a nice place for a date, not so much for large groups.",Matt K.
1765,Houston,2010-01-02,n20U0eyxQnwiDujD3gCwWA,3, TX,"My first experience to Blue Duck Tavern was for brunch with a large group. We had a 12:30 seating.  We got a large table that was kind of tucked away in the back, which was nice and private from the rest of the dining room area.  The service was OK, but the 'team' of 12 servers that emerged upon our table, bringing each of our dishes out at the same, maybe was a little over the top. Our entire meal lasted over two hours, and I think it was waaay too long for just breakfast food.  Most of the people in the group had not eaten breakfast, and were quite hungry.  They kept bringing baskets upon baskets of the free hard, crusty type of bread they give you (which was meh), so we were pretty full by the time the meals arrived.  And now to rate the items ordered (since we all shared and sampled each):Chesapeake caesar bloody marySour dough baked pancakeBelgian waffle Scrambled eggs with scallops Lump crabmeat omeletteShort rib hashBDT friesThey do a decent job on the bloody mary's, but for $14, I would have expected them to.   I'd say everything was acceptable, but nothing exceptional. For example, the crabmeat omelette contained nothing but a little bit of crab meat with egg - no veggies, no cheese, no seasoning, nothing.  I'm not sure why everyone raves about the fries there.  They are really thick and come with some housemade mayo sauce or something, but certainly not an ""OMG"" kind of item. The baked pancake was way too thick and cakey, and the belgian waffle way too sweet.  The short rib hash is pretty good, but the biscuit that it comes with really needs some help. Trust me, save yourself some moola and opt for a cheaper breakfast, brunch, whatever somewhere else.",John S.
1766,New York,2009-07-24,hWbpwe2sZBaJJQH9I3PQ2w,4, NY,"The TEAM at the Blue Duck Tavern did it again! Another stellar meal was enjoyed by all last evening and everyone from the food prep to the servers should be commended. This was my 6th dining experience at this restaurant and each time my expectations were exceeded. I can't recall another restaurant that takes such pride in creating delicious food, offering gracious service and doing it with a consistency that is to be celebrated.",MarcAnthony C.
1767,Clifton,2012-04-18,fWqF4rH2j-Ms9WOvNM5z9w,4, VA,The space is beautiful and the food is great! Service is usually good. Definitely one of my favorite places in DC!,Josephine C.
1768,Brooklyn,2011-12-27,6cEtLGZmSSQalQ4mr-bqbA,3, NY,"I was really expecting a lot more from this spot. I've actually been pining away to go for years. The food was decent, the drinks were WAY overpriced and the desserts were disappointing. After dinner we went to the lounge area which had some cool areas to hang out, I can only imagine what sort of shady deals have gone down in the glass inclosed meeting areas. Doubt I'd hit it up again, another ""glad it was on someone else's dime"" eat.",Kate R.
1769,Laguna Niguel,2014-06-30,RAtYQoEIMV86kKaKcjPuwA,5, CA,"Wonderful staff, despite the busyness of the place (full even on a weeknight).  Every plate delicious.",Diane C.
1770,Houston,2014-06-23,MKXNFv_HMFRlx4vUK9QiyA,5, TX,"I travel often for busines, and Blue Duck Tavern equals (or surpasses) the best restaurants in NYC or London.  The meal and service I enjoyed there tonight ranks as one of my most memorable and enjoyable dining experiences ever. The attention to detail is unparalleled - everything (and i truly mean everything!) was thought out to the nth degree.  Ask for Michael to be your server - he will treat your entire party as if you are visiting royalty.  And every morsel of food is perfection - you can't go wrong with anything on the menu, but I would suggest starting with the crabcake, having the to-die-for suckling pig as the main, and finishing with the unbelievable apple pie.  Bravo to the chef and staff at Blue Duck Tavern!  I can't wait to return!!!",Channing F.
1771,Lorton,2014-06-23,5TVI1V6JnK_9dHdaw-DTow,3, VA,Food was excellent as was table service. A small complaint about the hostess trying to seat us by the serving station when the whole outside terrace was open for seating.,Stephanie B.
1772,Arlington,2013-07-04,eJdaKPT6i7Qugv7nyHtROg,5, VA,"i go here 4-6 times a year for the last several year!  love this place! great decor, serivce, menu; hate the local farmed food scene, but at least it makes them have a seasonal menu which is nice, since i go here so frequently!  i HIGHLY RECOMMEND THE BONE MARROW APP!  MFing delicious!!!!!!! wife is prescaritarin, so i get to eat all the marrow myself! sweeeeet!  blue duck also has a great bar and seating area!  when i was single this was definetlly a place to bring the ladies! wink wink!  on a side, note, when i make a reservation via phone or opentable, i tell them its my wifes bday or anniversy, or some special event, and blue duck always hooks us up with dessert and candle without me prompting them again!  excellent service!",Yo L.
1773,Duxbury,2012-01-31,b2j7Ct7ZVm_KpKcbZWSUqw,4, MA,"Though this restaurant is in a hotel, admittedly a nice one, you'd never know it. Blue Duck Tavern could easily stand alone and stand out as a great restaurant anywhere!The open kitchen has a great 'cool factor' but also creates a friendly interaction between the staff and guests. It works! The food is fabulous, staff professional without being stuffy and as I said the space is conducive to a great experience as well. I only wished I visited DC more often because we'd definitely go back, often!",Harry S.
1774,Chicago,2008-11-10,zSlG9L44MVRT-ZRmOkVCyQ,3, IL,"3-1/2 stars.I went expecting fabulous, but it was something less.  Good and enjoyable, but less than fabulous.The room is beautiful.  Warm and modern and totally unstuffy.  It LOOKS like a high-end restaurant.  Service had a kink or two, which is okay except when you are paying almost $300 a couple for dinner.  We had timing issues throughout -- nothing major, but for that price it should be better.  Example -- I like, and a good restaurant should offer, a cocktail when you sit down.  It took a long time for anyone to come to us, and before the waiter took our cocktail order, bread was delivered to the table.  Odd.Food was hits and misses.   Take the warm beet salad, for instance.  The beets were good, but the blue cheese was minimal, the ""lardon"" was just a slice of bacon, and the egg ran so that the bottom of the bowl was a soupy gloopy mess.  My boyfriend had the spaetzle mac and cheese with duck confit for starters.  It had an overwhelming mustard taste that overpowered anything else.Entrees fared better.  My boyfriend had the pork shoulder and I had the smoked duck breast.  Both were delicious, truly.Sides -- buttered cabbage was a big hit as was the pumpkin gratin.Desserts were good but nothing stood out.Don't get me wrong -- I had a really enjoyable evening here, and the restaurant has a great vibe.  It's just that for the price, I expected something superb, and I was just left a little deflated.",Hugh B.
